Mod:Item:MetaData, Localized Name
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
ThermalFoundation:material:35, Pulverized Lead
ThermalFoundation:material:36, Pulverized Ferrous Metal
ThermalFoundation:material:37, Pulverized Shiny Metal
ThermalFoundation:material:38, Pulverized Mana Infused Metal
ThermalFoundation:material:39, Electrum Blend
ThermalFoundation:material:40, Invar Blend
ThermalFoundation:material:41, Bronze Blend
ThermalFoundation:material:42, Signalum Blend
ThermalFoundation:material:43, Lumium Blend
ThermalFoundation:material:44, Enderium Blend
ThermalFoundation:material:64, Copper Ingot
ThermalFoundation:material:65, Tin Ingot
ThermalFoundation:material:66, Silver Ingot
ThermalFoundation:material:67, Lead Ingot
ThermalFoundation:material:68, Ferrous Ingot
ThermalFoundation:material:69, Shiny Ingot
ThermalFoundation:material:70, Mana Infused Ingot
ThermalFoundation:material:71, Electrum Ingot
ThermalFoundation:material:72, Invar Ingot
ThermalFoundation:material:73, Bronze Ingot
ThermalFoundation:material:74, Signalum Ingot
ThermalFoundation:material:75, Lumium Ingot
ThermalFoundation:material:76, Enderium Ingot
ThermalFoundation:material:8, Iron Nugget
ThermalFoundation:material:96, Copper Nugget
ThermalFoundation:material:97, Tin Nugget
ThermalFoundation:material:98, Silver Nugget
ThermalFoundation:material:99, Lead Nugget
ThermalFoundation:material:100, Ferrous Nugget
ThermalFoundation:material:101, Shiny Nugget
ThermalFoundation:material:102, Mana Infused Nugget
ThermalFoundation:material:103, Electrum Nugget
ThermalFoundation:material:104, Invar Nugget
ThermalFoundation:material:105, Bronze Nugget
ThermalFoundation:material:106, Signalum Nugget
ThermalFoundation:material:107, Lumium Nugget
ThermalFoundation:material:108, Enderium Nugget
ThermalFoundation:material:12, Iron Gear
ThermalFoundation:material:13, Gold Gear
ThermalFoundation:material:128, Copper Gear
ThermalFoundation:material:129, Tin Gear
ThermalFoundation:material:130, Silver Gear
ThermalFoundation:material:131, Lead Gear
ThermalFoundation:material:132, Ferrous Gear
ThermalFoundation:material:133, Shiny Gear
ThermalFoundation:material:134, Mana Infused Gear
ThermalFoundation:material:135, Electrum Gear
ThermalFoundation:material:136, Invar Gear
ThermalFoundation:material:137, Bronze Gear
ThermalFoundation:material:138, Signalum Gear
ThermalFoundation:material:139, Lumium Gear
ThermalFoundation:material:140, Enderium Gear
ThermalFoundation:material:512, Pyrotheum Dust
ThermalFoundation:material:513, Cryotheum Dust
ThermalFoundation:material:514, Aerotheum Dust
ThermalFoundation:material:515, Petrotheum Dust
ThermalFoundation:material:516, Mana Dust
ThermalFoundation:material:1024, Blizz Rod
ThermalFoundation:material:1025, Blizz Powder
ThermalFoundation:material:1026, Blitz Rod
ThermalFoundation:material:1027, Blitz Powder
ThermalFoundation:material:1028, Basalz Rod
ThermalFoundation:material:1029, Basalz Powder
ThermalFoundation:tool.shearsWood, Wood Shears
ThermalFoundation:tool.sickleWood, Wood Sickle
ThermalFoundation:tool.shearsStone, Stone Shears
ThermalFoundation:tool.fishingRodStone, Stone Fishing Rod
ThermalFoundation:tool.sickleStone, Stone Sickle
ThermalFoundation:tool.bowStone, Stone Reinforced Bow
ThermalFoundation:tool.fishingRodIron, Iron Fishing Rod
ThermalFoundation:tool.sickleIron, Iron Sickle
ThermalFoundation:tool.bowIron, Iron Reinforced Bow
ThermalFoundation:tool.shearsDiamond, Diamond Shears
ThermalFoundation:tool.fishingRodDiamond, Diamond Fishing Rod
ThermalFoundation:tool.sickleDiamond, Diamond Sickle
ThermalFoundation:tool.bowDiamond, Diamond Reinforced Bow
ThermalFoundation:tool.shearsGold, Gold Shears
ThermalFoundation:tool.fishingRodGold, Gold Fishing Rod
ThermalFoundation:tool.sickleGold, Gold Sickle
ThermalFoundation:tool.bowGold, Gold Reinforced Bow
ThermalFoundation:armor.helmetCopper, Copper Helmet
ThermalFoundation:armor.plateCopper, Copper Chestplate
ThermalFoundation:armor.legsCopper, Copper Leggings
ThermalFoundation:armor.bootsCopper, Copper Boots
ThermalFoundation:tool.swordCopper, Copper Sword
ThermalFoundation:tool.shovelCopper, Copper Shovel
ThermalFoundation:tool.pickaxeCopper, Copper Pickaxe
ThermalFoundation:tool.axeCopper, Copper Axe
ThermalFoundation:tool.hoeCopper, Copper Hoe
ThermalFoundation:tool.shearsCopper, Copper Shears
ThermalFoundation:tool.fishingRodCopper, Copper Fishing Rod
ThermalFoundation:tool.sickleCopper, Copper Sickle
ThermalFoundation:tool.bowCopper, Copper Reinforced Bow
ThermalFoundation:armor.helmetTin, Tin Helmet
ThermalFoundation:armor.plateTin, Tin Chestplate
ThermalFoundation:armor.legsTin, Tin Leggings
ThermalFoundation:armor.bootsTin, Tin Boots
ThermalFoundation:tool.swordTin, Tin Sword
ThermalFoundation:tool.shovelTin, Tin Shovel
ThermalFoundation:tool.pickaxeTin, Tin Pickaxe
ThermalFoundation:tool.axeTin, Tin Axe
ThermalFoundation:tool.hoeTin, Tin Hoe
ThermalFoundation:tool.shearsTin, Tin Shears
ThermalFoundation:tool.fishingRodTin, Tin Fishing Rod
ThermalFoundation:tool.sickleTin, Tin Sickle
ThermalFoundation:tool.bowTin, Tin Reinforced Bow
ThermalFoundation:armor.helmetSilver, Silver Helmet
ThermalFoundation:armor.plateSilver, Silver Chestplate
ThermalFoundation:armor.legsSilver, Silver Leggings
ThermalFoundation:armor.bootsSilver, Silver Boots
ThermalFoundation:tool.swordSilver, Silver Sword
ThermalFoundation:tool.shovelSilver, Silver Shovel
ThermalFoundation:tool.pickaxeSilver, Silver Pickaxe
ThermalFoundation:tool.axeSilver, Silver Axe
ThermalFoundation:tool.hoeSilver, Silver Hoe
ThermalFoundation:tool.shearsSilver, Silver Shears
ThermalFoundation:tool.fishingRodSilver, Silver Fishing Rod
ThermalFoundation:tool.sickleSilver, Silver Sickle
ThermalFoundation:tool.bowSilver, Silver Reinforced Bow
ThermalFoundation:armor.helmetLead, Lead Helmet
ThermalFoundation:armor.plateLead, Lead Chestplate
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
ThermalFoundation:tool.shovelInvar, Invar Shovel
ThermalFoundation:tool.pickaxeInvar, Invar Pickaxe
ThermalFoundation:tool.axeInvar, Invar Axe
ThermalFoundation:tool.hoeInvar, Invar Hoe
ThermalFoundation:tool.shearsInvar, Invar Shears
ThermalFoundation:tool.fishingRodInvar, Invar Fishing Rod
ThermalFoundation:tool.sickleInvar, Invar Sickle
ThermalFoundation:tool.bowInvar, Invar Reinforced Bow
ThermalFoundation:armor.helmetBronze, Bronze Helmet
ThermalFoundation:armor.plateBronze, Bronze Chestplate
ThermalFoundation:armor.legsBronze, Bronze Leggings
ThermalFoundation:armor.bootsBronze, Bronze Boots
ThermalFoundation:tool.swordBronze, Bronze Sword
ThermalFoundation:tool.shovelBronze, Bronze Shovel
ThermalFoundation:tool.pickaxeBronze, Bronze Pickaxe
ThermalFoundation:tool.axeBronze, Bronze Axe
ThermalFoundation:tool.hoeBronze, Bronze Hoe
ThermalFoundation:tool.shearsBronze, Bronze Shears
ThermalFoundation:tool.fishingRodBronze, Bronze Fishing Rod
ThermalFoundation:tool.sickleBronze, Bronze Sickle
ThermalFoundation:tool.bowBronze, Bronze Reinforced Bow
ThermalFoundation:armor.helmetPlatinum, Shiny Helmet
ThermalFoundation:armor.platePlatinum, Shiny Chestplate
ThermalFoundation:armor.legsPlatinum, Shiny Leggings
ThermalFoundation:armor.bootsPlatinum, Shiny Boots
ThermalFoundation:tool.swordPlatinum, Shiny Sword
ThermalFoundation:tool.shovelPlatinum, Shiny Shovel
ThermalFoundation:tool.pickaxePlatinum, Shiny Pickaxe
ThermalFoundation:tool.axePlatinum, Shiny Axe
ThermalFoundation:tool.hoePlatinum, Shiny Hoe
ThermalFoundation:tool.shearsPlatinum, Shiny Shears
ThermalFoundation:tool.fishingRodPlatinum, Shiny Fishing Rod
ThermalFoundation:tool.sicklePlatinum, Shiny Sickle
ThermalFoundation:tool.bowPlatinum, Shiny Reinforced Bow
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:defoliageAxe, Healing Axe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
advgenerators:IronFrame, Iron Frame
advgenerators:PowerIO, Power IO Module
advgenerators:IronTubing, Iron Tubing
advgenerators:IronWiring, Redstone-Iron Wiring
advgenerators:Controller, Control Circuit
advgenerators:PressureValve, Pressure Valve
advgenerators:AdvancedPressureValve, Advanced Pressure Valve
advgenerators:UpgradeKit, Upgrade Kit
